The Absolute Way;Relative Way;Class
D:\учёба\для себя\ptm-4\dataset\zebra\0540.jpg;dataset/zebra/0540.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0540.jpg;dataset/bay_horse/0540.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0541.jpg;dataset/zebra/0541.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0541.jpg;dataset/bay_horse/0541.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0542.jpg;dataset/zebra/0542.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0542.jpg;dataset/bay_horse/0542.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0543.jpg;dataset/zebra/0543.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0543.jpg;dataset/bay_horse/0543.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0544.jpg;dataset/zebra/0544.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0544.jpg;dataset/bay_horse/0544.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0545.jpg;dataset/zebra/0545.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0545.jpg;dataset/bay_horse/0545.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0546.jpg;dataset/zebra/0546.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0546.jpg;dataset/bay_horse/0546.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0547.jpg;dataset/zebra/0547.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0547.jpg;dataset/bay_horse/0547.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0548.jpg;dataset/zebra/0548.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0548.jpg;dataset/bay_horse/0548.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0549.jpg;dataset/zebra/0549.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0549.jpg;dataset/bay_horse/0549.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0550.jpg;dataset/zebra/0550.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0550.jpg;dataset/bay_horse/0550.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0551.jpg;dataset/zebra/0551.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0551.jpg;dataset/bay_horse/0551.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0552.jpg;dataset/zebra/0552.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0552.jpg;dataset/bay_horse/0552.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0553.jpg;dataset/zebra/0553.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0553.jpg;dataset/bay_horse/0553.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0554.jpg;dataset/zebra/0554.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0554.jpg;dataset/bay_horse/0554.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0555.jpg;dataset/zebra/0555.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0555.jpg;dataset/bay_horse/0555.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0556.jpg;dataset/zebra/0556.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0556.jpg;dataset/bay_horse/0556.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0557.jpg;dataset/zebra/0557.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0557.jpg;dataset/bay_horse/0557.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0558.jpg;dataset/zebra/0558.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0558.jpg;dataset/bay_horse/0558.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0559.jpg;dataset/zebra/0559.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0559.jpg;dataset/bay_horse/0559.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0560.jpg;dataset/zebra/0560.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0560.jpg;dataset/bay_horse/0560.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0561.jpg;dataset/zebra/0561.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0561.jpg;dataset/bay_horse/0561.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0562.jpg;dataset/zebra/0562.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0562.jpg;dataset/bay_horse/0562.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0563.jpg;dataset/zebra/0563.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0563.jpg;dataset/bay_horse/0563.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0564.jpg;dataset/zebra/0564.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0564.jpg;dataset/bay_horse/0564.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0565.jpg;dataset/zebra/0565.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0565.jpg;dataset/bay_horse/0565.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0566.jpg;dataset/zebra/0566.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0566.jpg;dataset/bay_horse/0566.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0567.jpg;dataset/zebra/0567.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0567.jpg;dataset/bay_horse/0567.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0568.jpg;dataset/zebra/0568.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0568.jpg;dataset/bay_horse/0568.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0569.jpg;dataset/zebra/0569.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0569.jpg;dataset/bay_horse/0569.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0570.jpg;dataset/zebra/0570.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0570.jpg;dataset/bay_horse/0570.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0571.jpg;dataset/zebra/0571.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0571.jpg;dataset/bay_horse/0571.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0572.jpg;dataset/zebra/0572.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0572.jpg;dataset/bay_horse/0572.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0573.jpg;dataset/zebra/0573.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0573.jpg;dataset/bay_horse/0573.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0574.jpg;dataset/zebra/0574.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0574.jpg;dataset/bay_horse/0574.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0575.jpg;dataset/zebra/0575.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0575.jpg;dataset/bay_horse/0575.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0576.jpg;dataset/zebra/0576.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0576.jpg;dataset/bay_horse/0576.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0577.jpg;dataset/zebra/0577.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0577.jpg;dataset/bay_horse/0577.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0578.jpg;dataset/zebra/0578.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0578.jpg;dataset/bay_horse/0578.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0579.jpg;dataset/zebra/0579.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0579.jpg;dataset/bay_horse/0579.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0580.jpg;dataset/zebra/0580.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0580.jpg;dataset/bay_horse/0580.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0581.jpg;dataset/zebra/0581.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0581.jpg;dataset/bay_horse/0581.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0582.jpg;dataset/zebra/0582.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0582.jpg;dataset/bay_horse/0582.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0583.jpg;dataset/zebra/0583.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0583.jpg;dataset/bay_horse/0583.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0584.jpg;dataset/zebra/0584.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0584.jpg;dataset/bay_horse/0584.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0585.jpg;dataset/zebra/0585.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0585.jpg;dataset/bay_horse/0585.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0586.jpg;dataset/zebra/0586.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0586.jpg;dataset/bay_horse/0586.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0587.jpg;dataset/zebra/0587.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0587.jpg;dataset/bay_horse/0587.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0588.jpg;dataset/zebra/0588.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0588.jpg;dataset/bay_horse/0588.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0589.jpg;dataset/zebra/0589.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0589.jpg;dataset/bay_horse/0589.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0590.jpg;dataset/zebra/0590.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0590.jpg;dataset/bay_horse/0590.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0591.jpg;dataset/zebra/0591.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0591.jpg;dataset/bay_horse/0591.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0592.jpg;dataset/zebra/0592.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0592.jpg;dataset/bay_horse/0592.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0593.jpg;dataset/zebra/0593.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0593.jpg;dataset/bay_horse/0593.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0594.jpg;dataset/zebra/0594.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0594.jpg;dataset/bay_horse/0594.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0595.jpg;dataset/zebra/0595.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0595.jpg;dataset/bay_horse/0595.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0596.jpg;dataset/zebra/0596.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0596.jpg;dataset/bay_horse/0596.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0597.jpg;dataset/zebra/0597.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0597.jpg;dataset/bay_horse/0597.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0598.jpg;dataset/zebra/0598.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0598.jpg;dataset/bay_horse/0598.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0599.jpg;dataset/zebra/0599.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0599.jpg;dataset/bay_horse/0599.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0600.jpg;dataset/zebra/0600.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0600.jpg;dataset/bay_horse/0600.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0601.jpg;dataset/zebra/0601.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0601.jpg;dataset/bay_horse/0601.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0602.jpg;dataset/zebra/0602.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0602.jpg;dataset/bay_horse/0602.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0603.jpg;dataset/zebra/0603.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0603.jpg;dataset/bay_horse/0603.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0604.jpg;dataset/zebra/0604.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0604.jpg;dataset/bay_horse/0604.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0605.jpg;dataset/zebra/0605.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0605.jpg;dataset/bay_horse/0605.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0606.jpg;dataset/zebra/0606.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0606.jpg;dataset/bay_horse/0606.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0607.jpg;dataset/zebra/0607.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0607.jpg;dataset/bay_horse/0607.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0608.jpg;dataset/zebra/0608.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0608.jpg;dataset/bay_horse/0608.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0609.jpg;dataset/zebra/0609.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0609.jpg;dataset/bay_horse/0609.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0610.jpg;dataset/zebra/0610.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0610.jpg;dataset/bay_horse/0610.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0611.jpg;dataset/zebra/0611.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0611.jpg;dataset/bay_horse/0611.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0612.jpg;dataset/zebra/0612.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0612.jpg;dataset/bay_horse/0612.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0613.jpg;dataset/zebra/0613.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0613.jpg;dataset/bay_horse/0613.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0614.jpg;dataset/zebra/0614.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0614.jpg;dataset/bay_horse/0614.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0615.jpg;dataset/zebra/0615.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0615.jpg;dataset/bay_horse/0615.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0616.jpg;dataset/zebra/0616.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0616.jpg;dataset/bay_horse/0616.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0617.jpg;dataset/zebra/0617.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0617.jpg;dataset/bay_horse/0617.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0618.jpg;dataset/zebra/0618.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0618.jpg;dataset/bay_horse/0618.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0619.jpg;dataset/zebra/0619.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0619.jpg;dataset/bay_horse/0619.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0620.jpg;dataset/zebra/0620.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0620.jpg;dataset/bay_horse/0620.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0621.jpg;dataset/zebra/0621.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0621.jpg;dataset/bay_horse/0621.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0622.jpg;dataset/zebra/0622.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0622.jpg;dataset/bay_horse/0622.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0623.jpg;dataset/zebra/0623.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0623.jpg;dataset/bay_horse/0623.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0624.jpg;dataset/zebra/0624.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0624.jpg;dataset/bay_horse/0624.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0625.jpg;dataset/zebra/0625.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0625.jpg;dataset/bay_horse/0625.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0626.jpg;dataset/zebra/0626.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0626.jpg;dataset/bay_horse/0626.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0627.jpg;dataset/zebra/0627.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0627.jpg;dataset/bay_horse/0627.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0628.jpg;dataset/zebra/0628.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0628.jpg;dataset/bay_horse/0628.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0629.jpg;dataset/zebra/0629.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0629.jpg;dataset/bay_horse/0629.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0630.jpg;dataset/zebra/0630.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0630.jpg;dataset/bay_horse/0630.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0631.jpg;dataset/zebra/0631.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0631.jpg;dataset/bay_horse/0631.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0632.jpg;dataset/zebra/0632.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0632.jpg;dataset/bay_horse/0632.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0633.jpg;dataset/zebra/0633.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0633.jpg;dataset/bay_horse/0633.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0634.jpg;dataset/zebra/0634.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0634.jpg;dataset/bay_horse/0634.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0635.jpg;dataset/zebra/0635.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0635.jpg;dataset/bay_horse/0635.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0636.jpg;dataset/zebra/0636.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0636.jpg;dataset/bay_horse/0636.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0637.jpg;dataset/zebra/0637.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0637.jpg;dataset/bay_horse/0637.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0638.jpg;dataset/zebra/0638.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0638.jpg;dataset/bay_horse/0638.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0639.jpg;dataset/zebra/0639.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0639.jpg;dataset/bay_horse/0639.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0640.jpg;dataset/zebra/0640.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0640.jpg;dataset/bay_horse/0640.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0641.jpg;dataset/zebra/0641.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0641.jpg;dataset/bay_horse/0641.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0642.jpg;dataset/zebra/0642.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0642.jpg;dataset/bay_horse/0642.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0643.jpg;dataset/zebra/0643.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0643.jpg;dataset/bay_horse/0643.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0644.jpg;dataset/zebra/0644.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0644.jpg;dataset/bay_horse/0644.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0645.jpg;dataset/zebra/0645.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0645.jpg;dataset/bay_horse/0645.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0646.jpg;dataset/zebra/0646.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0646.jpg;dataset/bay_horse/0646.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0647.jpg;dataset/zebra/0647.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0647.jpg;dataset/bay_horse/0647.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0648.jpg;dataset/zebra/0648.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0648.jpg;dataset/bay_horse/0648.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0649.jpg;dataset/zebra/0649.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0649.jpg;dataset/bay_horse/0649.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0650.jpg;dataset/zebra/0650.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0650.jpg;dataset/bay_horse/0650.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0651.jpg;dataset/zebra/0651.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0651.jpg;dataset/bay_horse/0651.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0652.jpg;dataset/zebra/0652.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0652.jpg;dataset/bay_horse/0652.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0653.jpg;dataset/zebra/0653.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0653.jpg;dataset/bay_horse/0653.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0654.jpg;dataset/zebra/0654.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0654.jpg;dataset/bay_horse/0654.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0655.jpg;dataset/zebra/0655.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0655.jpg;dataset/bay_horse/0655.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0656.jpg;dataset/zebra/0656.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0656.jpg;dataset/bay_horse/0656.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0657.jpg;dataset/zebra/0657.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0657.jpg;dataset/bay_horse/0657.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0658.jpg;dataset/zebra/0658.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0658.jpg;dataset/bay_horse/0658.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0659.jpg;dataset/zebra/0659.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0659.jpg;dataset/bay_horse/0659.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0660.jpg;dataset/zebra/0660.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0660.jpg;dataset/bay_horse/0660.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0661.jpg;dataset/zebra/0661.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0661.jpg;dataset/bay_horse/0661.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0662.jpg;dataset/zebra/0662.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0662.jpg;dataset/bay_horse/0662.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0663.jpg;dataset/zebra/0663.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0663.jpg;dataset/bay_horse/0663.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0664.jpg;dataset/zebra/0664.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0664.jpg;dataset/bay_horse/0664.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0665.jpg;dataset/zebra/0665.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0665.jpg;dataset/bay_horse/0665.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0666.jpg;dataset/zebra/0666.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0666.jpg;dataset/bay_horse/0666.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0667.jpg;dataset/zebra/0667.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0667.jpg;dataset/bay_horse/0667.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0668.jpg;dataset/zebra/0668.jpg;zebra
D:\учёба\для себя\ptm-4\dataset\bay_horse\0668.jpg;dataset/bay_horse/0668.jpg;bay_horse
D:\учёба\для себя\ptm-4\dataset\zebra\0669.jpg;dataset/zebra/0669.jpg;zebra
